"","domain","phylum","class","order","family","genus","species"
"94","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"95","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","unclassified_Flavisolibacter"
"96","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","unclassified_Rhizobiales","unclassified_Rhizobiales","unclassified_Rhizobiales"
"97","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera","unclassified_Rheinheimera"
"98","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","unclassified_Enterobacteriaceae","unclassified_Enterobacteriaceae"
"99","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","unclassified_Dysgonomonas"
"100","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"101","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus","unclassified_Craurococcus-Caldovatus"
"102","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","unclassified_Pseudonocardia"
"103","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"104","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","unclassified_Enterobacteriaceae","unclassified_Enterobacteriaceae"
"105","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","unclassified_Segetibacter"
"106","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","unclassified_Nocardioidaceae","unclassified_Nocardioidaceae"
"107","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"108","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus","unclassified_Craurococcus-Caldovatus"
"109","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","unclassified_Nocardioidaceae","unclassified_Nocardioidaceae"
"110","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera","unclassified_Candidatus Alysiosphaera"
"111","Bacteria","Firmicutes","Bacilli","Bacillales","unclassified_Bacillales","unclassified_Bacillales","unclassified_Bacillales"
"112","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera","unclassified_Candidatus Alysiosphaera"
"113","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified_Lactobacillus"
"114","Bacteria","Actinobacteriota","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria"
"115","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"116","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","unclassified_Pseudonocardia"
"117","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","unclassified_Bacillaceae","unclassified_Bacillaceae"
"118","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","unclassified_Moraxella"
"119","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","unclassified_Jatrophihabitans"
"120","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium","unclassified_Acidiphilium"
"121","Bacteria","Actinobacteriota","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria"
"122","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified_Lactobacillus"
"123","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus","unclassified_Craurococcus-Caldovatus"
"124","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"125","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","unclassified_Bacillus"
"126","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","unclassified_Frankiales","unclassified_Frankiales","unclassified_Frankiales"
"127","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","unclassified_Xanthobacteraceae","unclassified_Xanthobacteraceae"
"128","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","unclassified_Staphylococcus"
"129","Bacteria","Actinobacteriota","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria"
"130","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","unclassified_Solirubrobacteraceae","unclassified_Solirubrobacteraceae"
"131","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","unclassified_Blastococcus"
"132","Bacteria","Firmicutes","Bacilli","unclassified_Bacilli","unclassified_Bacilli","unclassified_Bacilli","unclassified_Bacilli"
"133","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","unclassified_Staphylococcus"
"134","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","unclassified_Intrasporangiaceae","unclassified_Intrasporangiaceae"
"135","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"136","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola","unclassified_Psychroglaciecola"
"137","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","unclassified_Solirubrobacter"
"138","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"139","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","unclassified_Staphylococcus"
"140","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","unclassified_Micrococcales","unclassified_Micrococcales","unclassified_Micrococcales"
"141","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus","unclassified_Craurococcus-Caldovatus"
"142","Bacteria","Firmicutes","Bacilli","Bacillales","unclassified_Bacillales","unclassified_Bacillales","unclassified_Bacillales"
"143","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","unclassified_Geodermatophilaceae","unclassified_Geodermatophilaceae"
"144","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus","unclassified_Craurococcus-Caldovatus"
"145","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","unclassified_Pseudonocardia"
"146","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","unclassified_Enterobacteriaceae","unclassified_Enterobacteriaceae"
"147","Bacteria","Firmicutes","Bacilli","unclassified_Bacilli","unclassified_Bacilli","unclassified_Bacilli","unclassified_Bacilli"
"148","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","unclassified_Beijerinckiaceae","unclassified_Beijerinckiaceae"
"149","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","unclassified_Solirubrobacter"
"150","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","unclassified_Granulicatella"
"151","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","unclassified_Peptostreptococcales-Tissierellales","Anaerococcus","unclassified_Anaerococcus"
"152","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","unclassified_Staphylococcus"
"153","Bacteria","Actinobacteriota","Acidimicrobiia","unclassified_Acidimicrobiia","unclassified_Acidimicrobiia","unclassified_Acidimicrobiia","unclassified_Acidimicrobiia"
"154","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","unclassified_Jatrophihabitans"
"155","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus","unclassified_Craurococcus-Caldovatus"
"156","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","unclassified_Stenotrophomonas"
"157","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","unclassified_Staphylococcus"
"158","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium","unclassified_Acidiphilium"
"159","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"160","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","unclassified_Geodermatophilaceae","unclassified_Geodermatophilaceae"
"161","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"162","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","unclassified_Blastococcus"
"163","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","unclassified_Corynebacterium"
"164","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","unclassified_Kocuria"
"165","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","unclassified_Psychrobacter"
"166","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","unclassified_Fusobacterium"
"167","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"168","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"169","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","unclassified_Kineosporiaceae","unclassified_Kineosporiaceae"
