"","CC-VN-A-bac","CC-VN-B-bac","CC-VN-C-bac","CC-W-A-bac","CC-W-B-bac","CC-W-C-bac","DM-VN-109-bac","DM-VN-111-bac","DM-VN-112-bac","DM-VN-113-bac","DM-W-109-bac","DM-W-111-bac","DM-W-112-bac","DM-W-113-bac","LO-VN-114-bac","LO-VN-115-bac","LO-VN-116-bac","LO-VN-118-bac","LO-W-114-bac","LO-W-115-bac","LO-W-116-bac","LO-W-118-bac","UA-VN-G-bac","UA-VN-I-bac","UA-VN-J-bac","UA-W-G-bac","UA-W-I-bac","UA-W-J-bac"
"ASV211",0,0,0,0,0,50,0,0,0,0,18,56,0,0,0,0,0,0,0,136,0,0,0,0,0,0,13,0
"ASV212",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0
"ASV213",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0
"ASV214",0,0,0,0,0,0,0,0,0,0,0,208,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV215",0,0,0,0,10,0,0,0,0,0,0,0,16,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV216",0,0,0,0,0,0,0,0,0,0,225,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,8,13
"ASV217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0
"ASV218",0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV219",0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"ASV220",0,0,0,85,0,0,0,0,0,0,26,69,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,52
"ASV221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,88,0,0,0,0,0,0,0
"ASV222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,129,0
"ASV223",0,0,0,0,0,71,0,0,0,0,0,0,11,0,0,0,0,0,0,163,0,4,0,0,0,9,0,0
"ASV224",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0
"ASV225",0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,59,0,0,0,0,0,105,65,0
"ASV226",0,0,0,0,0,40,0,0,0,0,8,69,15,53,0,0,0,0,3,0,0,0,0,0,0,19,15,29
"ASV227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0
"ASV228",0,0,0,0,0,0,0,0,0,0,0,23,0,38,0,0,0,0,0,8,0,0,0,0,0,66,75,40
"ASV229",0,0,0,0,0,0,0,0,0,0,83,31,0,58,0,0,0,0,0,0,77,0,0,0,0,0,0,0
"ASV230",0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV231",0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV232",0,0,0,71,0,145,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0
"ASV234",0,0,0,0,0,0,0,0,17,0,77,29,101,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0
"ASV236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,26
"ASV237",0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0
"ASV239",0,0,0,0,0,24,0,0,0,0,0,41,41,40,0,0,0,0,0,28,0,0,0,0,0,25,15,21
"ASV240",0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,70,0,62,0,0,0,0,63,0
"ASV241",0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV242",0,0,0,0,0,0,0,0,160,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV243",0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
"ASV244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,37
"ASV245",0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV246",0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV247",0,0,0,0,0,130,0,0,0,0,0,24,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV248",0,0,0,21,0,0,0,0,0,0,20,12,24,9,0,0,0,0,0,0,0,0,0,0,0,65,66,13
"ASV249",0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0
"ASV250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
"ASV251",0,0,0,0,0,20,0,0,0,0,12,0,171,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV252",0,0,0,0,0,16,0,0,0,0,0,178,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV253",0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,0,60,0,0,0,35,87,0
"ASV254",0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV255",0,0,0,0,28,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,72,0,0,0,28,0,49
"ASV256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,14,0
"ASV257",0,0,0,0,0,0,0,0,11,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV258",0,0,0,45,0,0,0,0,0,0,0,0,50,51,0,0,0,0,0,29,0,46,0,0,0,0,0,0
"ASV259",0,0,0,0,0,0,0,0,0,0,3,8,78,13,0,0,0,0,0,0,0,0,0,0,0,13,94,11
"ASV260",0,0,0,0,0,0,0,0,0,0,0,0,126,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV261",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,111
"ASV262",0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
"ASV264",0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV265",0,0,0,0,0,101,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV266",0,0,0,0,0,0,0,0,0,0,0,157,44,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"ASV267",0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV268",0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,41,0,129,0,0,0,0,0,0
"ASV269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0
"ASV270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,103,57
"ASV271",0,0,0,0,0,120,0,0,0,0,0,0,0,85,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV272",0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV273",0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV274",0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0
"ASV276",0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV277",0,0,0,0,22,8,0,0,0,0,0,0,145,23,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"ASV278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0
"ASV279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,151,0,0,0,0,0,0,0
"ASV280",0,0,0,0,0,7,0,0,66,0,0,26,56,0,0,0,0,0,0,11,0,10,0,0,0,0,29,0
"ASV281",0,0,0,0,0,0,0,0,46,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,66
"ASV283",0,0,0,16,20,90,0,0,0,0,0,16,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV284",0,0,0,21,0,12,0,0,0,0,45,23,0,0,0,0,0,0,0,7,37,15,0,0,0,15,0,28
"ASV285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,50,89,0
"ASV286",0,0,0,0,0,8,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,43,42,0
"ASV287",0,0,0,0,0,0,0,0,107,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV288",0,0,0,0,0,0,0,0,0,0,95,82,3,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"ASV289",0,0,0,0,0,29,0,0,0,0,18,9,0,33,0,0,0,0,0,0,0,0,0,0,0,71,27,13
"ASV290",0,0,0,0,0,29,0,0,30,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV291",0,0,0,0,0,0,0,0,0,0,0,157,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,11,31,29
"ASV293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
"ASV294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,38,0,0
"ASV295",0,0,0,0,13,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV296",0,0,0,0,0,0,0,0,0,0,0,48,44,0,0,0,0,0,0,0,0,0,0,0,0,32,39,32
"ASV297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,190,0,0,0,0,0,0,0
"ASV298",0,0,0,45,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
"ASV299",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,11,167,0,0,0,0,0,0,0
"ASV300",0,0,0,0,0,0,0,0,137,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV301",0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV302",0,0,0,0,0,0,0,0,0,0,33,73,17,21,0,0,0,0,0,0,0,0,0,0,0,0,35,13
"ASV303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0
"ASV304",0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV305",0,0,0,0,0,79,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV306",0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV307",0,0,0,0,0,148,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0
"ASV309",0,0,0,67,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV310",0,0,0,0,0,147,0,0,0,0,0,24,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV311",0,0,0,132,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV312",0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV313",0,0,0,0,0,0,0,0,129,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0
"ASV315",0,0,0,0,0,75,0,0,0,0,0,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ASV316",0,0,0,0,0,78,0,0,0,8,0,29,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ASV317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0
"ASV318",0,0,0,0,0,28,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV319",0,0,0,0,0,0,0,0,0,0,18,79,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0
"ASV320",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,31,129
"ASV321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0
"ASV322",0,0,0,31,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
"ASV323",0,0,0,0,0,72,0,0,0,0,0,78,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV324",0,0,0,0,0,0,0,0,0,0,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,42
"ASV325",0,0,0,0,0,0,0,0,0,0,0,0,57,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV326",0,0,0,0,30,20,0,0,0,0,0,21,58,7,0,0,0,0,0,38,0,0,0,0,0,0,0,0
"ASV327",0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV328",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,11
"ASV329",0,0,0,0,0,0,0,0,117,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV330",0,0,0,0,0,0,0,0,0,0,16,0,22,0,0,0,0,0,0,28,103,0,0,0,0,0,0,0
"ASV331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0
"ASV332",0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0
"ASV334",0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV335",0,0,0,25,0,108,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV336",0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV337",0,0,0,0,24,29,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"ASV338",0,0,0,0,0,80,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV339",0,0,0,25,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0
"ASV340",0,0,0,0,0,16,0,0,0,0,0,15,16,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0
"ASV341",0,0,0,0,0,15,0,0,0,0,0,145,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV342",0,0,0,0,50,0,0,0,0,0,3,0,67,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0
"ASV344",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,147,0,0,0,0,1,0,0
"ASV345",0,0,0,0,0,81,0,0,0,0,27,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV346",0,0,0,0,0,37,0,0,0,0,31,31,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"ASV347",0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV348",0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV349",0,0,0,88,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV350",0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,73,0
"ASV351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,63,0
"ASV352",0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0
"ASV353",0,0,0,0,0,55,0,0,0,0,44,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV354",0,0,0,0,0,99,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0
"ASV356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0
"ASV357",0,0,0,77,0,0,0,0,0,0,44,20,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"ASV358",0,0,0,0,0,0,0,0,0,0,41,8,16,0,0,0,0,0,0,35,0,31,0,0,0,21,0,0
"ASV359",0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV360",0,0,0,0,43,43,0,0,0,0,0,15,16,20,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"ASV361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0
"ASV362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0
"ASV363",0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,10,46,0
"ASV365",0,0,0,0,0,22,0,0,0,0,19,24,23,0,0,0,0,0,0,24,0,21,0,0,0,16,0,0
"ASV366",0,0,0,0,0,6,0,0,131,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV367",0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV368",0,0,0,0,0,7,0,0,0,0,0,36,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
"ASV369",0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV370",0,0,0,0,0,0,0,0,0,0,0,95,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV371",0,0,0,0,0,0,0,0,0,0,0,0,39,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV372",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,27,6,96
"ASV373",0,0,0,0,0,0,0,0,0,0,132,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV374",0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,7,60
"ASV375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,54,30,18
"ASV376",0,0,0,30,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0
"ASV377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
"ASV378",0,0,0,2,0,119,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV379",0,0,0,2,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,59,41,23
"ASV380",0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,37,0
"ASV382",0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"ASV383",0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0
"ASV384",0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"ASV385",0,0,0,0,0,62,0,0,0,0,23,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV386",0,0,0,0,0,54,0,0,0,0,0,0,61,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV387",0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,28,0,0,0,0,0,35,6,40
"ASV388",0,0,0,0,0,0,0,0,0,0,0,0,62,11,0,0,0,0,0,0,68,0,0,0,0,0,0,0
"ASV389",0,0,0,0,34,16,0,0,0,0,0,0,36,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0
"ASV391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0
"ASV392",0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV393",0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV394",0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
"ASV396",0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV397",0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,19,8
"ASV398",0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV399",0,0,0,0,0,0,0,0,0,0,0,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV400",0,0,0,0,0,0,0,0,0,0,0,28,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,81
"ASV401",0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV402",0,0,0,0,0,24,0,0,0,0,13,10,21,20,0,0,0,0,0,0,0,0,0,0,0,18,29,0
"ASV403",0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV404",0,0,0,0,0,96,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV405",0,0,0,0,0,32,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,15,0,48
"ASV406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,108,0,0,0,0,0,0,0
"ASV407",0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV408",0,0,0,6,20,0,0,0,0,0,52,15,7,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
"ASV409",0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV410",0,0,0,0,0,6,0,0,0,0,2,27,13,20,0,0,0,0,0,0,0,0,0,0,0,25,25,14
"ASV411",0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV412",0,0,0,0,0,34,0,0,0,0,0,24,34,24,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"ASV413",0,0,0,0,0,18,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV414",0,0,0,0,0,0,0,0,66,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV415",0,0,0,71,0,0,0,0,0,0,43,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0
"ASV417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0
"ASV418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
"ASV419",0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV420",0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV421",0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV422",0,0,0,0,0,51,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV423",0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV424",0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
"ASV426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
"ASV427",0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,101,0,0,0,0,0,0,0
"ASV429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0
"ASV430",0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,81,39
"ASV431",0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
