"","domain","phylum","class","order","family","genus","species"
"ASV3387","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3388","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group","unclassified_CL500-29 marine group"
"ASV3389","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","unclassified_Rubrobacter"
"ASV3390","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","JCM 18997","unclassified_JCM 18997"
"ASV3391","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3392","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","unclassified_Pseudonocardia"
"ASV3393","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","unclassified_Nitrosospira"
"ASV3394","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_Chitinophagaceae","unclassified_Chitinophagaceae"
"ASV3395","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unclassified_Gemmatimonadaceae","unclassified_Gemmatimonadaceae"
"ASV3396","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter","unclassified_Adhaeribacter"
"ASV3397","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3398",NA,NA,NA,NA,NA,NA,NA
"ASV3399","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3400","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","unclassified_Paenibacillaceae","unclassified_Paenibacillaceae"
"ASV3401","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3402","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","unclassified_Bacteroidales","unclassified_Bacteroidales","unclassified_Bacteroidales"
"ASV3403","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Candidatus Soleaferrea","unclassified_Candidatus Soleaferrea"
"ASV3404","Bacteria","Firmicutes","Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia"
"ASV3405","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"ASV3406","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter","unclassified_Parviterribacter"
"ASV3407","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3408","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","unclassified_Subgroup 7","unclassified_Subgroup 7","unclassified_Subgroup 7"
"ASV3409","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3410","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","unclassified_Rubrobacter"
"ASV3411",NA,NA,NA,NA,NA,NA,NA
"ASV3412",NA,NA,NA,NA,NA,NA,NA
"ASV3413","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","unclassified_Oscillospiraceae","unclassified_Oscillospiraceae"
"ASV3414","Bacteria","Firmicutes","Clostridia","Oscillospirales","unclassified_Oscillospirales","unclassified_Oscillospirales","unclassified_Oscillospirales"
"ASV3415","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_Comamonadaceae","unclassified_Comamonadaceae"
"ASV3416","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","unclassified_Streptomycetaceae","unclassified_Streptomycetaceae"
"ASV3417","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","unclassified_UCG-010","unclassified_UCG-010"
"ASV3418","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_Chitinophagaceae","unclassified_Chitinophagaceae"
"ASV3419","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3420","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","unclassified_Deinococcus"
"ASV3421","Bacteria","Acidobacteriota","Blastocatellia","unclassified_Blastocatellia","unclassified_Blastocatellia","unclassified_Blastocatellia","unclassified_Blastocatellia"
"ASV3422","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","unclassified_Streptococcaceae","unclassified_Streptococcaceae"
"ASV3423","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","unclassified_Enterococcaceae","unclassified_Enterococcaceae"
"ASV3424","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","unclassified_Chloroplast","unclassified_Chloroplast","unclassified_Chloroplast"
"ASV3425","Bacteria","Firmicutes","Bacilli","Lactobacillales","unclassified_Lactobacillales","unclassified_Lactobacillales","unclassified_Lactobacillales"
"ASV3426","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","unclassified_Mitochondria","unclassified_Mitochondria"
"ASV3427","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","unclassified_Hymenobacter"
"ASV3428","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3429","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","unclassified_Deinococcus"
"ASV3430","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","unclassified_Pseudomonadaceae","unclassified_Pseudomonadaceae"
"ASV3431","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","unclassified_Bdellovibrio"
"ASV3432","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","unclassified_Propionibacteriales","unclassified_Propionibacteriales","unclassified_Propionibacteriales"
"ASV3433","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3434","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3435","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium","unclassified_Acidiphilium"
"ASV3436","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Belnapia","unclassified_Belnapia"
"ASV3437","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3438","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","unclassified_Nocardioides"
"ASV3439","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineococcus","unclassified_Kineococcus"
"ASV3440","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","unclassified_Mucilaginibacter"
"ASV3441","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","unclassified_Noviherbaspirillum"
"ASV3442","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3443","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineococcus","unclassified_Kineococcus"
"ASV3444","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3445","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonas","unclassified_Fimbriimonas"
"ASV3446","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","unclassified_Oxalobacteraceae","unclassified_Oxalobacteraceae"
"ASV3447","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_Comamonadaceae","unclassified_Comamonadaceae"
"ASV3448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus","unclassified_Amaricoccus"
"ASV3449","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified_Lactobacillus"
"ASV3450","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","unclassified_Segetibacter"
"ASV3451","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","unclassified_Solirubrobacteraceae","unclassified_Solirubrobacteraceae"
"ASV3452","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3453","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3454","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","unclassified_Lysobacter"
"ASV3455","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","unclassified_Sphingobacteriaceae","unclassified_Sphingobacteriaceae"
"ASV3456","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","unclassified_Halomonadaceae","unclassified_Halomonadaceae"
"ASV3457","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3458","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","unclassified_Lysobacter"
"ASV3459","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales"
"ASV3460","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3461","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3462","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3463","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","unclassified_Kineosporiaceae","unclassified_Kineosporiaceae"
"ASV3464","Bacteria","Actinobacteriota","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria"
"ASV3465","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","unclassified_Solirubrobacterales","unclassified_Solirubrobacterales","unclassified_Solirubrobacterales"
"ASV3466","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","unclassified_Kineosporiaceae","unclassified_Kineosporiaceae"
"ASV3467","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3468","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","unclassified_Oxalobacteraceae","unclassified_Oxalobacteraceae"
"ASV3469","Bacteria","Actinobacteriota","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria"
"ASV3470","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","unclassified_Pseudonocardia"
"ASV3471","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"ASV3472","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","unclassified_Geodermatophilaceae","unclassified_Geodermatophilaceae"
"ASV3473","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3474","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3475","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","unclassified_Micrococcales","unclassified_Micrococcales","unclassified_Micrococcales"
"ASV3476","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales"
"ASV3477","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147","unclassified_YC-ZSS-LKJ147"
"ASV3478","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","unclassified_Edaphobaculum"
"ASV3479","Bacteria","Actinobacteriota","Acidimicrobiia","unclassified_Acidimicrobiia","unclassified_Acidimicrobiia","unclassified_Acidimicrobiia","unclassified_Acidimicrobiia"
"ASV3480","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales"
"ASV3481","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_Chitinophagaceae","unclassified_Chitinophagaceae"
"ASV3482","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","unclassified_Rhizobiaceae","unclassified_Rhizobiaceae"
"ASV3483","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","unclassified_Geodermatophilaceae","unclassified_Geodermatophilaceae"
"ASV3484","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3485","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3486","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter","unclassified_Pontibacter"
"ASV3487","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","unclassified_Lysobacter"
"ASV3488","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","unclassified_Mycobacterium"
"ASV3489","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3490","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_Chitinophagaceae","unclassified_Chitinophagaceae"
"ASV3491","Bacteria","Actinobacteriota","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria"
"ASV3492","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter","unclassified_Pontibacter"
"ASV3493","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"ASV3494","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3495","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3496","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","unclassified_Hymenobacter"
"ASV3497","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","unclassified_Rubellimicrobium"
"ASV3498","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_Sphingomonadaceae","unclassified_Sphingomonadaceae"
"ASV3499","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Geminicoccus","unclassified_Geminicoccus"
"ASV3500","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","unclassified_Hymenobacter"
"ASV3501","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_Chitinophagaceae","unclassified_Chitinophagaceae"
"ASV3502","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","unclassified_Nocardioides"
"ASV3503","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_Comamonadaceae","unclassified_Comamonadaceae"
"ASV3504","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"ASV3505","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","unclassified_Mucilaginibacter"
"ASV3506","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","unclassified_Solirubrobacteraceae","unclassified_Solirubrobacteraceae"
"ASV3507","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"ASV3508","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_Sphingomonadaceae","unclassified_Sphingomonadaceae"
"ASV3509","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","unclassified_Modestobacter"
"ASV3510","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","unclassified_Mucilaginibacter"
"ASV3511","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","unclassified_Frankiales","unclassified_Frankiales","unclassified_Frankiales"
"ASV3512","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"ASV3513","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"ASV3514","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","unclassified_Rubellimicrobium"
"ASV3515","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3516","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","unclassified_Hymenobacter"
"ASV3517","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","unclassified_Mycobacterium"
"ASV3518","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"ASV3519","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","unclassified_P3OB-42"
"ASV3520","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","unclassified_Tumebacillus"
"ASV3521","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","unclassified_Nocardioidaceae","unclassified_Nocardioidaceae"
"ASV3522","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola","unclassified_Psychroglaciecola"
"ASV3523","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","unclassified_Alcaligenaceae","unclassified_Alcaligenaceae"
"ASV3524","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","unclassified_Caulobacteraceae","unclassified_Caulobacteraceae"
"ASV3525","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_Chitinophagaceae","unclassified_Chitinophagaceae"
"ASV3526","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","unclassified_Flavobacteriaceae","unclassified_Flavobacteriaceae"
"ASV3527","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria"
"ASV3528","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","unclassified_Sphingobacteriaceae","unclassified_Sphingobacteriaceae"
"ASV3529","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","unclassified_Oxalobacteraceae","unclassified_Oxalobacteraceae"
"ASV3530","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","unclassified_Pseudomonadaceae","unclassified_Pseudomonadaceae"
"ASV3531","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_Sphingomonadaceae","unclassified_Sphingomonadaceae"
"ASV3532","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unclassified_Rhodobacteraceae","unclassified_Rhodobacteraceae"
"ASV3533","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3534","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","unclassified_Flavobacteriales","unclassified_Flavobacteriales","unclassified_Flavobacteriales"
"ASV3535","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","unclassified_Mucilaginibacter"
"ASV3536","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","unclassified_Rhodanobacteraceae","unclassified_Rhodanobacteraceae"
"ASV3537","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified_Flavobacterium"
"ASV3538","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","unclassified_Pajaroellobacter"
"ASV3539","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"ASV3540","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3541","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","unclassified_Segetibacter"
"ASV3542","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","unclassified_Massilia"
"ASV3543","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"ASV3544","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales"
"ASV3545","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","unclassified_Mucilaginibacter"
"ASV3546","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_Comamonadaceae","unclassified_Comamonadaceae"
"ASV3547","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales"
"ASV3548","Bacteria","Bacteroidota","Bacteroidia","unclassified_Bacteroidia","unclassified_Bacteroidia","unclassified_Bacteroidia","unclassified_Bacteroidia"
"ASV3549","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella","unclassified_Niabella"
"ASV3550","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","unclassified_Bdellovibrio"
"ASV3551","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","unclassified_Flavobacteriales","unclassified_Flavobacteriales","unclassified_Flavobacteriales"
"ASV3552","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","unclassified_Pedobacter"
"ASV3553","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","unclassified_Dysgonomonas"
"ASV3554","Bacteria","Planctomycetota","vadinHA49","unclassified_vadinHA49","unclassified_vadinHA49","unclassified_vadinHA49","unclassified_vadinHA49"
"ASV3555","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","unclassified_Rikenellaceae","unclassified_Rikenellaceae"
"ASV3556","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","unclassified_Lactococcus"
"ASV3557","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella","unclassified_Rikenella"
"ASV3558","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","unclassified_Limnobacter"
"ASV3559","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora","unclassified_Actinomycetospora"
"ASV3560","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","unclassified_Lysobacter"
"ASV3561","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_Comamonadaceae","unclassified_Comamonadaceae"
"ASV3562","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","unclassified_Beijerinckiaceae","unclassified_Beijerinckiaceae"
"ASV3563","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia","unclassified_Iamia"
"ASV3564","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","unclassified_Pseudonocardia"
"ASV3565","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","unclassified_Enterobacterales","unclassified_Enterobacterales","unclassified_Enterobacterales"
"ASV3566","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Rhodocytophaga","unclassified_Rhodocytophaga"
"ASV3567","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","unclassified_Geodermatophilus"
